Email,Age,Education,Marital-status,Gender,Income
51.515978643791335,28,Assoc-voc,Married-civ-spouse,Female,>50k
72.64092381067474,39,7th-8th,Married-civ-spouse,Male,<=50k
84.5988447723409,54,Some-college,Married-civ-spouse,Male,<=50k
7.058543909202997,52,11th,Separated,Female,<=50k
57.390229243725166,56,HS-grad,Widowed,Female,<=50k
80.743675950138,18,Some-college,Never-married,Male,<=50k
90.89254372075195,39,HS-grad,Divorced,Male,<=50k
18.920365798883577,21,Some-college,Never-married,Female,<=50k
44.00469937966569,22,HS-grad,Never-married,Male,>50k
6.7446373417051735,38,9th,Married-spouse-absent,Male,<=50k
87.23919164222109,21,Some-college,Never-married,Female,<=50k
43.60585337804046,63,HS-grad,Married-civ-spouse,Male,<=50k
89.09625222701068,34,Bachelors,Married-civ-spouse,Male,>50k
40.45162841811263,42,HS-grad,Married-civ-spouse,Male,>50k
29.474747589253838,33,HS-grad,Married-civ-spouse,Male,<=50k
43.433852531037196,30,Bachelors,Never-married,Female,<=50k
96.24719120218111,39,Some-college,Divorced,Male,<=50k
46.20888447784696,26,Masters,Never-married,Female,<=50k
93.16442245598188,33,HS-grad,Never-married,Female,<=50k
5.3780875031439574,47,HS-grad,Divorced,Female,<=50k
16.302049174691014,41,Assoc-acdm,Married-civ-spouse,Male,>50k
93.38954616697978,19,Some-college,Never-married,Male,<=50k
33.969877896197445,46,HS-grad,Separated,Male,<=50k
27.384843537043412,43,HS-grad,Married-civ-spouse,Male,<=50k
34.04541256378667,55,Some-college,Married-civ-spouse,Male,>50k
17.45454986589173,46,Assoc-voc,Married-civ-spouse,Male,<=50k
69.00808942047057,30,HS-grad,Married-civ-spouse,Male,<=50k
58.86113220998007,21,Some-college,Separated,Female,<=50k
32.007572429543465,46,Some-college,Married-civ-spouse,Male,<=50k
60.795608649469145,41,HS-grad,Married-civ-spouse,Male,<=50k
96.08072440141603,69,HS-grad,Married-civ-spouse,Male,<=50k
62.15998652812781,50,HS-grad,Married-civ-spouse,Male,<=50k
31.16102169140509,20,Some-college,Never-married,Female,<=50k
39.813757607251645,45,Some-college,Married-civ-spouse,Male,<=50k
4.769191820107754,23,Bachelors,Never-married,Male,<=50k
99.61703830584212,24,Some-college,Separated,Male,<=50k
3.2923557750242805,31,Some-college,Married-civ-spouse,Male,<=50k
59.786781635959926,43,HS-grad,Separated,Female,<=50k
14.6896163199147,20,11th,Never-married,Female,<=50k
82.37926315075718,55,HS-grad,Married-civ-spouse,Male,>50k
78.09061462244364,24,Some-college,Never-married,Male,<=50k
75.3256549286782,59,Bachelors,Never-married,Female,<=50k
41.028385630687616,49,7th-8th,Never-married,Male,<=50k
13.283465998130472,33,Masters,Married-civ-spouse,Female,>50k
88.58609548361358,59,Bachelors,Divorced,Male,<=50k
30.747051499068213,34,Masters,Never-married,Male,<=50k
55.18000234965068,20,HS-grad,Never-married,Male,<=50k
41.58631975209358,25,Bachelors,Never-married,Female,<=50k
60.08107197623459,49,10th,Married-civ-spouse,Male,<=50k
8.492953221470334,59,HS-grad,Married-civ-spouse,Male,>50k
20.380114362477585,20,HS-grad,Never-married,Female,<=50k
12.13701674861386,33,Some-college,Never-married,Female,<=50k
56.979581298001534,22,Some-college,Never-married,Male,<=50k
76.26292237680042,58,9th,Widowed,Female,<=50k
8.196019968263002,52,HS-grad,Widowed,Female,<=50k
74.2229303241161,36,10th,Separated,Female,<=50k
26.417042213826804,41,HS-grad,Married-civ-spouse,Male,<=50k
99.80788708261002,28,HS-grad,Never-married,Male,<=50k
43.749198120496104,19,Some-college,Never-married,Male,<=50k
41.91185772533953,18,HS-grad,Never-married,Female,<=50k
17.158321959010603,18,HS-grad,Never-married,Female,<=50k
75.6300011410411,28,Some-college,Married-civ-spouse,Male,<=50k
27.980816220898507,29,Assoc-voc,Married-civ-spouse,Male,>50k
30.383286602387848,40,Some-college,Married-civ-spouse,Male,<=50k
35.31655997031192,26,HS-grad,Never-married,Male,<=50k
39.537181510424205,46,HS-grad,Married-civ-spouse,Male,<=50k
70.38730455624626,23,11th,Never-married,Female,<=50k
78.659669260138,44,HS-grad,Married-spouse-absent,Female,<=50k
22.27469917947721,43,Bachelors,Divorced,Female,>50k
18.26837377603998,31,Bachelors,Divorced,Female,<=50k
85.42882842783075,18,Some-college,Never-married,Female,<=50k
9.973207217182377,19,Some-college,Never-married,Male,<=50k
18.800653966156055,41,Some-college,Divorced,Female,<=50k
88.93381766175742,41,HS-grad,Divorced,Female,<=50k
84.90839621190783,69,HS-grad,Divorced,Female,<=50k
36.55623677180543,48,Doctorate,Married-civ-spouse,Female,>50k
38.340426759993726,28,HS-grad,Never-married,Male,<=50k
49.77236448179864,27,HS-grad,Married-civ-spouse,Male,>50k
84.2504802905044,41,Masters,Married-civ-spouse,Male,>50k
61.26820358744091,41,Some-college,Married-civ-spouse,Male,<=50k
84.08153086795103,24,HS-grad,Never-married,Female,<=50k
62.59098802410503,42,Doctorate,Married-civ-spouse,Male,>50k
67.51575408016303,57,HS-grad,Married-civ-spouse,Male,<=50k
32.312664505784795,30,Assoc-acdm,Never-married,Female,<=50k
50.543167953048965,36,HS-grad,Married-civ-spouse,Male,>50k
81.6768232452241,49,7th-8th,Married-civ-spouse,Male,<=50k
48.98008093858503,33,HS-grad,Married-civ-spouse,Female,<=50k
90.85166836908125,23,10th,Married-civ-spouse,Male,<=50k
98.96525695592983,46,Masters,Married-civ-spouse,Male,<=50k
21.31336205236125,18,Some-college,Never-married,Female,<=50k
57.75255189366787,40,HS-grad,Married-civ-spouse,Male,>50k
47.78848546280569,43,HS-grad,Married-civ-spouse,Male,>50k
67.5137522583741,34,Masters,Never-married,Female,<=50k
1.7831586245534492,47,HS-grad,Widowed,Female,<=50k
48.80208524791582,44,Assoc-voc,Widowed,Female,<=50k
65.40931753137022,33,HS-grad,Married-civ-spouse,Male,>50k
16.3843355148539,55,Bachelors,Married-civ-spouse,Male,>50k
87.24859309157556,19,HS-grad,Never-married,Male,<=50k
49.68803746991679,28,Some-college,Never-married,Male,<=50k
87.99747585311388,27,11th,Married-civ-spouse,Female,<=50k
65.15768165256578,50,7th-8th,Married-civ-spouse,Male,<=50k
72.47523325378684,22,11th,Never-married,Male,<=50k
23.122965688457107,40,Bachelors,Married-civ-spouse,Male,>50k
84.55529368924,25,Some-college,Never-married,Female,<=50k
29.444551976142552,26,HS-grad,Never-married,Male,<=50k
66.10003457508326,22,Bachelors,Never-married,Male,<=50k
37.82090166898943,42,Some-college,Never-married,Female,<=50k
46.91400095527165,38,Bachelors,Divorced,Male,<=50k
53.3607341046581,55,11th,Married-civ-spouse,Male,<=50k
31.759249047709414,32,HS-grad,Married-civ-spouse,Male,<=50k
19.23855245800149,22,HS-grad,Married-civ-spouse,Male,<=50k
53.70700048441422,29,Bachelors,Never-married,Male,<=50k
45.343419638107974,46,Masters,Married-civ-spouse,Male,>50k
76.09896904684089,31,Some-college,Married-civ-spouse,Male,>50k
96.23639995823284,58,Doctorate,Married-civ-spouse,Male,>50k
42.58183349928062,42,HS-grad,Married-civ-spouse,Male,<=50k
80.55144491380037,18,HS-grad,Never-married,Male,<=50k
39.22957633950599,58,HS-grad,Divorced,Male,<=50k
12.982217939383334,54,HS-grad,Married-civ-spouse,Male,>50k
38.42639395299878,34,Masters,Never-married,Male,<=50k
76.63820921696686,26,Bachelors,Never-married,Female,<=50k
20.35263328617155,61,12th,Married-civ-spouse,Male,<=50k
46.364237312561286,48,Masters,Separated,Female,<=50k
67.20446555789243,36,Some-college,Married-civ-spouse,Male,>50k
74.98565642235768,24,Assoc-voc,Married-civ-spouse,Male,<=50k
11.181223763839576,40,Some-college,Married-civ-spouse,Male,<=50k
36.649829198828,33,HS-grad,Married-civ-spouse,Male,>50k
99.77286926997523,37,Some-college,Married-civ-spouse,Male,>50k
12.902908497473852,34,Masters,Never-married,Male,<=50k
45.99601006397225,56,Some-college,Married-civ-spouse,Male,>50k
98.84066116923434,37,Bachelors,Widowed,Female,<=50k
9.347707626639036,44,HS-grad,Divorced,Female,<=50k
38.75114888314951,54,HS-grad,Divorced,Male,<=50k
82.67929568440111,23,HS-grad,Never-married,Male,<=50k
63.250454669104386,22,HS-grad,Never-married,Female,<=50k
80.89072055683759,33,Bachelors,Married-civ-spouse,Male,>50k
20.21351552854035,39,Bachelors,Separated,Male,>50k
59.48406982165672,47,Some-college,Divorced,Female,<=50k
88.02394379590837,26,HS-grad,Never-married,Female,<=50k
12.039223329884418,31,Some-college,Divorced,Female,<=50k
68.56810445805282,44,Some-college,Never-married,Male,<=50k
98.25639224933606,42,Prof-school,Married-civ-spouse,Female,>50k
25.865727361008982,19,HS-grad,Never-married,Female,<=50k
70.17859516996859,27,HS-grad,Married-civ-spouse,Male,>50k
19.338823711756405,51,Some-college,Married-civ-spouse,Male,>50k
98.99650910894655,28,Bachelors,Married-civ-spouse,Male,<=50k
85.65098766404896,57,Bachelors,Divorced,Male,<=50k
69.20082982023301,45,Bachelors,Divorced,Female,<=50k
86.403106039807,50,Assoc-voc,Married-civ-spouse,Male,>50k
30.776612299841954,34,Bachelors,Married-civ-spouse,Male,<=50k
56.37274670851835,45,7th-8th,Married-civ-spouse,Male,<=50k
16.195466559095163,73,HS-grad,Married-civ-spouse,Male,<=50k
85.32396278379294,34,Bachelors,Married-civ-spouse,Female,>50k
99.8130316549077,31,Some-college,Married-civ-spouse,Male,>50k
64.35320882490387,19,11th,Never-married,Male,<=50k
5.478036961971567,25,Some-college,Never-married,Female,<=50k
83.82910469787329,38,Assoc-voc,Divorced,Female,<=50k
84.109610211135,39,Bachelors,Married-civ-spouse,Male,<=50k
55.33471153193481,23,Bachelors,Never-married,Female,<=50k
78.79658247631589,49,HS-grad,Married-civ-spouse,Male,<=50k
34.64918436558948,33,HS-grad,Never-married,Male,<=50k
6.987749513651275,21,5th-6th,Never-married,Male,<=50k
23.522454995688037,31,Assoc-voc,Separated,Male,<=50k
93.9239037892641,23,Bachelors,Never-married,Female,<=50k
30.114800018515332,34,Bachelors,Married-civ-spouse,Male,<=50k
44.84182330320387,25,HS-grad,Never-married,Female,<=50k
32.659416184505204,39,HS-grad,Never-married,Male,<=50k
53.428856518064116,52,HS-grad,Married-civ-spouse,Male,>50k
6.175910369359494,63,9th,Married-civ-spouse,Male,>50k
51.77565301720456,41,Some-college,Married-civ-spouse,Male,<=50k
82.00935114815965,46,Bachelors,Married-civ-spouse,Male,>50k
25.94483613793098,53,HS-grad,Married-civ-spouse,Male,<=50k
72.26338617175502,18,12th,Never-married,Male,<=50k
32.47012628396541,38,Prof-school,Married-civ-spouse,Male,<=50k
42.8194471182355,55,Masters,Never-married,Female,<=50k
74.69400504754663,34,HS-grad,Married-civ-spouse,Male,>50k
54.25461099504284,80,HS-grad,Married-civ-spouse,Male,<=50k
19.943455985513857,34,Assoc-voc,Divorced,Female,<=50k
61.5661071197888,52,Some-college,Married-civ-spouse,Male,<=50k
57.416377426890385,42,HS-grad,Never-married,Female,<=50k
27.944181887917875,26,Some-college,Never-married,Female,<=50k
13.707389925263879,31,HS-grad,Married-civ-spouse,Male,<=50k
22.758036676998028,25,HS-grad,Never-married,Female,<=50k
56.449953428906255,55,HS-grad,Married-civ-spouse,Male,<=50k
56.87096560800525,19,Some-college,Never-married,Female,<=50k
16.996478110136625,62,Some-college,Married-civ-spouse,Male,<=50k
52.61790391495767,22,Some-college,Never-married,Female,<=50k
14.735943803140339,35,HS-grad,Married-civ-spouse,Male,<=50k
80.76397062189476,28,HS-grad,Married-civ-spouse,Female,<=50k
23.596816333814775,47,HS-grad,Married-civ-spouse,Male,>50k
59.63831526470271,44,HS-grad,Married-civ-spouse,Male,<=50k
83.92541963172346,21,Some-college,Never-married,Male,<=50k
21.17620364099395,35,Assoc-voc,Never-married,Male,<=50k
75.1375290416555,24,Bachelors,Married-civ-spouse,Male,>50k
38.10460779401883,28,Bachelors,Never-married,Male,<=50k
69.83941097449802,21,Some-college,Never-married,Male,<=50k
42.370689408753094,62,Some-college,Divorced,Male,<=50k
61.888519029580294,39,HS-grad,Never-married,Female,<=50k
84.47610863258109,30,HS-grad,Never-married,Male,<=50k
84.4850041955896,72,Prof-school,Never-married,Male,<=50k
23.623559486282065,50,Some-college,Married-civ-spouse,Female,<=50k
77.1589771066432,28,Masters,Never-married,Male,<=50k
43.81435728260655,29,Some-college,Never-married,Female,<=50k
67.54606132202437,26,Bachelors,Never-married,Female,<=50k
81.84510677099459,27,Masters,Never-married,Female,<=50k
72.94357920515733,29,Some-college,Married-civ-spouse,Male,>50k
59.35843687596882,29,10th,Married-civ-spouse,Male,<=50k
94.70667306759634,31,11th,Married-civ-spouse,Female,<=50k
66.48613648313099,25,HS-grad,Married-civ-spouse,Male,<=50k
27.734936986223424,58,10th,Married-civ-spouse,Male,>50k
46.89535998793085,64,Some-college,Married-civ-spouse,Female,>50k
93.80257996621565,46,Masters,Never-married,Male,<=50k
31.361662327209228,19,HS-grad,Never-married,Female,<=50k
59.057048011364586,42,HS-grad,Divorced,Male,<=50k
72.52440948258175,18,11th,Never-married,Male,<=50k
29.998476634670524,58,Bachelors,Married-civ-spouse,Male,>50k
2.463434176774959,20,Some-college,Never-married,Male,<=50k
9.079433501624923,35,HS-grad,Married-civ-spouse,Male,>50k
92.71788528205407,32,HS-grad,Married-civ-spouse,Male,>50k
84.5694493056693,23,HS-grad,Never-married,Female,<=50k
68.64849995611864,31,Some-college,Divorced,Female,<=50k
95.98653500473335,33,Bachelors,Married-civ-spouse,Male,<=50k
89.72803826837097,41,Some-college,Never-married,Female,<=50k
75.03887861827732,22,HS-grad,Never-married,Male,<=50k
74.45790708786325,46,Some-college,Married-civ-spouse,Male,>50k
34.655990777902964,61,Some-college,Married-civ-spouse,Male,<=50k
9.670187481130032,30,HS-grad,Never-married,Male,<=50k
21.24032201552901,42,HS-grad,Married-civ-spouse,Male,>50k
37.737335281360984,63,10th,Married-civ-spouse,Male,<=50k
27.25116025699664,26,Some-college,Married-civ-spouse,Male,<=50k
96.31803832694192,42,10th,Divorced,Female,<=50k
44.908821119580765,23,Some-college,Married-civ-spouse,Male,<=50k
76.2822612453968,25,HS-grad,Never-married,Male,<=50k
43.107300729459475,30,9th,Married-civ-spouse,Male,>50k
7.0893223126626825,23,HS-grad,Never-married,Male,<=50k
26.204997839570442,34,Assoc-voc,Never-married,Male,>50k
30.307997502589103,30,HS-grad,Married-civ-spouse,Male,<=50k
52.05144864271622,39,Some-college,Married-civ-spouse,Male,>50k
84.79178471181685,30,11th,Never-married,Male,<=50k
63.55536787221503,38,Some-college,Divorced,Female,<=50k
94.83072983939986,26,HS-grad,Divorced,Female,<=50k
66.99281959991991,20,Some-college,Never-married,Male,<=50k
74.54209640593666,33,HS-grad,Married-civ-spouse,Female,<=50k
70.97941447174793,24,Bachelors,Never-married,Male,<=50k
44.18737131228004,42,Bachelors,Married-civ-spouse,Male,>50k
22.28860063266762,51,HS-grad,Married-civ-spouse,Male,<=50k
75.39210818745363,56,Assoc-acdm,Married-civ-spouse,Male,>50k
41.04067906691418,22,Some-college,Never-married,Male,<=50k
73.34584309003253,52,Some-college,Married-civ-spouse,Male,<=50k
58.20240772968403,44,Bachelors,Divorced,Female,>50k
78.81269979316882,34,HS-grad,Married-civ-spouse,Female,<=50k
87.42919208718851,51,Some-college,Divorced,Male,>50k
68.55736341614403,19,Some-college,Never-married,Female,<=50k
10.780929291528174,37,Bachelors,Married-civ-spouse,Male,>50k
68.67199232813715,68,HS-grad,Married-civ-spouse,Male,>50k
3.2261312491782435,22,Some-college,Divorced,Male,<=50k
34.76806085868657,56,Bachelors,Married-civ-spouse,Male,<=50k
10.667809965581599,37,HS-grad,Married-civ-spouse,Male,<=50k
51.598715353139745,52,1st-4th,Married-civ-spouse,Male,<=50k
42.42424485611116,26,HS-grad,Separated,Male,<=50k
58.96736721133554,33,Masters,Married-civ-spouse,Male,<=50k
84.7354492014278,45,Masters,Divorced,Female,<=50k
81.87965460551918,18,11th,Never-married,Male,<=50k
34.60188754332209,43,Some-college,Married-civ-spouse,Male,>50k
84.99377469674381,18,HS-grad,Never-married,Male,<=50k
35.25255224006507,57,HS-grad,Married-civ-spouse,Male,>50k
31.570485508641088,41,HS-grad,Divorced,Female,<=50k
95.37197407881521,34,Masters,Married-civ-spouse,Male,>50k
21.71208416132101,19,HS-grad,Never-married,Female,<=50k
99.81671375015294,44,9th,Divorced,Female,<=50k
18.754103685956125,56,10th,Widowed,Female,<=50k
81.94790515867464,36,HS-grad,Married-civ-spouse,Male,<=50k
86.10018772444586,48,Bachelors,Divorced,Female,<=50k
91.56123567268564,29,HS-grad,Married-civ-spouse,Male,>50k
32.75713656467912,33,Bachelors,Never-married,Male,<=50k
63.33245297673458,31,5th-6th,Married-civ-spouse,Male,<=50k
27.848599227229077,39,Masters,Married-civ-spouse,Male,>50k
6.452504189848796,66,HS-grad,Married-civ-spouse,Male,>50k
33.75448557156236,27,Bachelors,Never-married,Female,>50k
9.782955747484834,39,HS-grad,Divorced,Female,>50k
23.078482482240293,59,7th-8th,Married-civ-spouse,Male,>50k
71.98910643139412,26,HS-grad,Never-married,Female,<=50k
17.35804216465774,31,Assoc-voc,Divorced,Male,<=50k
3.796181864486936,23,HS-grad,Never-married,Male,<=50k
29.280019669577705,36,HS-grad,Divorced,Female,<=50k
84.51965464988982,34,Some-college,Married-civ-spouse,Female,>50k
51.415440053373416,32,HS-grad,Married-civ-spouse,Male,>50k
39.59733298434686,37,Bachelors,Married-civ-spouse,Male,>50k
64.53791027713368,33,Bachelors,Never-married,Male,<=50k
47.77101818329774,50,Prof-school,Married-civ-spouse,Male,>50k
26.378610037409267,32,Assoc-acdm,Never-married,Male,<=50k
22.592934282523338,35,Bachelors,Never-married,Female,<=50k
51.126023940057216,37,11th,Married-civ-spouse,Male,<=50k
50.47361726836489,44,Some-college,Divorced,Male,<=50k
76.16098664023603,57,Some-college,Divorced,Male,<=50k
56.607993750405996,29,Some-college,Married-civ-spouse,Female,<=50k
88.55796063468284,55,HS-grad,Married-civ-spouse,Male,>50k
67.2027795645918,43,Prof-school,Married-civ-spouse,Male,>50k
6.798857464326547,43,Some-college,Married-civ-spouse,Male,<=50k
69.48007152179187,45,Some-college,Married-civ-spouse,Male,>50k
88.98900271870221,33,Masters,Married-civ-spouse,Female,<=50k
60.69078168447373,26,10th,Divorced,Female,<=50k
67.367881048399,23,Some-college,Married-civ-spouse,Male,<=50k
5.64362033291893,41,7th-8th,Separated,Male,<=50k
99.30653959821996,24,HS-grad,Married-civ-spouse,Male,<=50k
93.93312014660651,47,Bachelors,Married-civ-spouse,Male,<=50k
17.023362149622624,34,HS-grad,Never-married,Male,<=50k
99.94469438559778,40,HS-grad,Married-civ-spouse,Male,>50k
11.484261242276883,28,Bachelors,Married-civ-spouse,Female,<=50k
37.872463181641194,24,HS-grad,Never-married,Female,<=50k
83.14428667938432,23,HS-grad,Never-married,Male,<=50k
47.00319170278704,43,HS-grad,Married-civ-spouse,Male,>50k
51.91327733963582,26,Bachelors,Divorced,Female,<=50k
84.39871765650231,58,Doctorate,Married-AF-spouse,Female,>50k
24.409042769028787,52,HS-grad,Widowed,Female,<=50k
85.84446716361902,29,11th,Married-civ-spouse,Male,>50k
50.689040415178475,47,11th,Married-civ-spouse,Male,<=50k
20.509292520212917,49,HS-grad,Divorced,Female,<=50k
51.194361725421146,40,11th,Widowed,Female,<=50k
38.33430048491482,62,HS-grad,Married-civ-spouse,Female,<=50k
55.73495785891788,49,HS-grad,Married-civ-spouse,Male,>50k
69.207063372003,50,Bachelors,Divorced,Female,>50k
57.557060342810914,31,HS-grad,Never-married,Male,<=50k
13.659853904775531,48,Masters,Never-married,Female,<=50k
11.731643961792637,24,HS-grad,Never-married,Female,<=50k
93.61618738302448,37,HS-grad,Separated,Male,<=50k
17.176671591505887,45,Bachelors,Married-civ-spouse,Male,>50k
19.47939529935575,36,Masters,Married-civ-spouse,Male,<=50k
20.582653391782934,45,Bachelors,Married-civ-spouse,Male,<=50k
21.561081184042695,41,Bachelors,Never-married,Female,<=50k
83.50911086501178,26,Assoc-acdm,Never-married,Female,<=50k
4.953128452886135,17,11th,Never-married,Female,<=50k
62.714503189982096,43,HS-grad,Married-civ-spouse,Male,<=50k
65.88147746392137,35,HS-grad,Never-married,Male,<=50k
63.07594091619306,38,Bachelors,Divorced,Female,<=50k
91.37569477317476,26,HS-grad,Never-married,Male,<=50k
57.1257082606192,28,Some-college,Never-married,Female,<=50k
38.7610495828287,38,Bachelors,Married-civ-spouse,Female,>50k
39.101407162804314,36,11th,Divorced,Female,<=50k
97.91973734538443,33,HS-grad,Married-civ-spouse,Female,>50k
47.306242403957256,19,HS-grad,Never-married,Male,<=50k
20.409766493939497,42,10th,Married-civ-spouse,Male,<=50k
97.14427472175761,50,10th,Married-civ-spouse,Male,>50k
21.590119204051295,30,HS-grad,Married-civ-spouse,Male,<=50k
3.2362668382910798,37,Some-college,Married-civ-spouse,Male,<=50k
13.000701674939286,54,Prof-school,Married-civ-spouse,Male,>50k
53.94328093042817,52,Bachelors,Never-married,Male,<=50k
88.38680314249126,33,HS-grad,Divorced,Female,<=50k
23.404135513465597,25,Some-college,Never-married,Male,<=50k
39.96777815710143,24,Bachelors,Never-married,Male,<=50k
80.23774103678097,26,Assoc-voc,Separated,Female,<=50k
59.55657801475459,39,HS-grad,Separated,Male,>50k
13.849387482769682,59,HS-grad,Divorced,Female,<=50k
36.16325446111487,29,Some-college,Never-married,Female,<=50k
24.54528216260947,47,11th,Never-married,Female,<=50k
42.75347890599153,64,HS-grad,Married-civ-spouse,Male,<=50k
88.59229338735405,21,HS-grad,Never-married,Male,<=50k
89.41624803504259,32,Some-college,Married-civ-spouse,Female,>50k
58.419171453600285,26,HS-grad,Never-married,Female,<=50k
5.704994541999042,62,Masters,Married-civ-spouse,Male,<=50k
40.03202000152134,32,Bachelors,Married-civ-spouse,Male,>50k
6.2274668931325605,45,HS-grad,Married-civ-spouse,Male,<=50k
11.676809633090034,31,Bachelors,Married-civ-spouse,Male,>50k
83.81110898469625,32,HS-grad,Married-civ-spouse,Male,<=50k
45.25979065898317,24,Bachelors,Married-civ-spouse,Male,<=50k
81.32888153739381,25,Bachelors,Never-married,Female,<=50k
90.05979941099575,41,HS-grad,Married-civ-spouse,Male,<=50k
63.754063934944185,18,Some-college,Never-married,Female,<=50k
21.485297293859695,44,Doctorate,Married-civ-spouse,Male,>50k
27.0691005849795,40,Some-college,Married-civ-spouse,Male,<=50k
71.15391293086971,27,Bachelors,Never-married,Male,<=50k
50.009943681937074,23,Bachelors,Never-married,Male,<=50k
57.48764106982217,21,Some-college,Never-married,Male,<=50k
81.63162672141321,37,HS-grad,Married-civ-spouse,Male,<=50k
95.86205978582473,65,HS-grad,Married-civ-spouse,Male,<=50k
89.04812824015934,43,Masters,Married-civ-spouse,Male,>50k
92.8722451996654,45,HS-grad,Never-married,Male,<=50k
33.67902872439914,24,Bachelors,Never-married,Female,<=50k
85.33356161710545,24,Some-college,Never-married,Male,<=50k
81.42997840172956,19,Some-college,Never-married,Male,<=50k
59.80182121209454,37,Bachelors,Married-civ-spouse,Male,>50k
78.01155603528684,24,HS-grad,Never-married,Female,<=50k
74.88964279463133,34,Some-college,Married-civ-spouse,Male,<=50k
82.90377196768887,50,HS-grad,Married-civ-spouse,Female,<=50k
52.870704742788774,36,HS-grad,Married-civ-spouse,Male,<=50k
69.87084636627019,39,Bachelors,Married-civ-spouse,Male,<=50k
47.114988853805116,44,7th-8th,Married-civ-spouse,Male,<=50k
48.78645045779276,45,HS-grad,Married-civ-spouse,Male,<=50k
92.33574214313384,32,11th,Never-married,Male,<=50k
22.945224016156196,47,Masters,Married-civ-spouse,Male,>50k
14.440910119171079,50,HS-grad,Married-civ-spouse,Male,<=50k
16.111483443466756,32,Assoc-voc,Married-civ-spouse,Male,<=50k
66.95476013749348,19,HS-grad,Never-married,Male,<=50k
15.366528677375735,28,HS-grad,Divorced,Male,<=50k
55.63268258069262,39,Masters,Never-married,Male,>50k
45.56310909950885,21,Some-college,Never-married,Male,<=50k
38.28681294122038,73,Some-college,Widowed,Female,<=50k
5.713901692898404,39,7th-8th,Married-civ-spouse,Male,<=50k
59.52085018970349,25,Some-college,Never-married,Male,<=50k
9.78265108849583,31,Some-college,Married-AF-spouse,Female,<=50k
25.409171704484336,51,Some-college,Divorced,Female,<=50k
82.4958716891499,39,Bachelors,Married-civ-spouse,Female,<=50k
69.49209039879403,31,Bachelors,Divorced,Male,<=50k
53.71560808666908,21,Some-college,Never-married,Male,<=50k
68.25528188101767,46,Bachelors,Divorced,Male,>50k
0.5988074247820663,73,HS-grad,Divorced,Female,<=50k
95.54773919226588,41,HS-grad,Divorced,Male,<=50k
37.616639638571336,20,HS-grad,Never-married,Male,<=50k
42.91522666479225,27,Assoc-acdm,Never-married,Male,<=50k
73.48260267354617,24,Bachelors,Never-married,Male,<=50k
25.260279962220345,20,Some-college,Married-civ-spouse,Male,<=50k
42.25741270125839,39,Assoc-voc,Never-married,Male,<=50k
50.787835229177915,27,Bachelors,Never-married,Male,<=50k
8.262619716352281,33,11th,Married-civ-spouse,Male,<=50k
40.59748307534424,33,HS-grad,Married-civ-spouse,Male,<=50k
95.83791152211413,36,9th,Married-civ-spouse,Male,<=50k
